time,side,price,qty
07:34.0,SELL,82630.74,0.00007
07:34.0,SELL,82630.74,0.00007
07:34.0,SELL,82630.74,0.00007
07:34.0,SELL,82630.73,0.00759
07:34.0,SELL,82630.73,0.00007
07:34.0,SELL,82630.73,0.00007
07:34.0,SELL,82630.65,0.00007
07:34.0,SELL,82630.65,0.00007
07:34.0,SELL,82630,0.00012
07:34.0,SELL,82630,0.00007
07:34.0,SELL,82630,0.00007
07:34.0,SELL,82630,0.00007
07:34.0,SELL,82630,0.00007
07:34.0,SELL,82630,0.00007
07:34.0,SELL,82629.29,0.00008
07:34.0,SELL,82629.29,0.00007
07:34.0,SELL,82629.15,0.00007
07:34.0,SELL,82628.03,0.00007
07:34.0,SELL,82628.03,0.00007
07:34.0,SELL,82628.03,0.00007
07:34.0,SELL,82628.03,0.00007
07:34.0,SELL,82627.03,0.003
07:34.0,SELL,82627.03,0.00007
07:34.0,SELL,82626.49,0.00007
07:34.0,SELL,82626.48,0.00007
07:34.0,SELL,82626.48,0.00007
07:34.0,SELL,82625.17,0.01378
07:34.0,SELL,82625.17,0.00007
07:34.0,SELL,82625.17,0.00007
07:34.0,SELL,82625.17,0.00007
07:34.0,SELL,82625.17,0.00007
07:34.0,SELL,82624.97,0.00013
07:34.0,SELL,82624.97,0.00007
07:34.0,SELL,82624.29,0.0009
07:34.0,SELL,82624.29,0.00007
07:34.1,SELL,82624.08,0.00007
07:34.1,SELL,82624.08,0.00007
07:34.1,SELL,82624.08,0.09986
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.0001
07:34.2,SELL,82624.08,0.0001
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.0005
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.08,0.00013
07:34.2,SELL,82624.08,0.0001
07:34.2,SELL,82624.08,0.0001
07:34.2,SELL,82624.08,0.00007
07:34.2,SELL,82624.07,0.00033
07:34.2,SELL,82624.07,0.00014
07:34.2,SELL,82624.07,0.00014
07:34.2,SELL,82624.07,0.00013
07:34.2,SELL,82624.07,0.00007
07:34.2,SELL,82624.07,0.00007
07:34.2,SELL,82623.8,0.00008
07:34.2,SELL,82623.8,0.00007
07:34.2,SELL,82623.8,0.00007
07:34.2,SELL,82623.45,0.00007
07:34.2,SELL,82623.45,0.00007
07:34.2,SELL,82623.45,0.00007
07:34.2,SELL,82623.38,0.00041
07:34.2,SELL,82623.38,0.00041
07:34.2,SELL,82623.38,0.00041
07:34.2,SELL,82623.38,0.00007
07:34.2,SELL,82623.38,0.00007
07:34.2,SELL,82623.37,0.00007
07:34.2,SELL,82623.06,0.00007
07:34.2,SELL,82623.05,0.00007
07:34.2,SELL,82622.62,0.00007
07:34.2,SELL,82620.36,0.02157
07:34.2,SELL,82620.18,0.00007
07:34.2,SELL,82620.18,0.00007
07:34.2,SELL,82620.18,0.0001
07:34.2,SELL,82620.18,0.0001
07:34.2,SELL,82620.18,0.00007
07:34.2,SELL,82620.17,0.02338
07:34.2,SELL,82620.17,0.00007
07:34.2,SELL,82620.17,0.00007
07:34.2,SELL,82620,0.00012
07:34.2,SELL,82619.67,0.00007
07:34.2,SELL,82619.67,0.00007
07:34.2,SELL,82619.67,0.00013
07:34.2,SELL,82619.67,0.00013
07:34.2,SELL,82619.67,0.00007
07:34.5,BUY,82619.67,0.00202
07:34.5,BUY,82619.67,0.00025
07:34.6,SELL,82619.66,0.00044
07:34.6,SELL,82619.66,0.00478
07:34.8,SELL,82619.66,0.00018
07:35.2,BUY,82619.67,0.00036
07:35.2,BUY,82619.67,0.00121
07:35.3,SELL,82619.66,0.009
07:35.7,BUY,82619.67,0.02416
07:36.1,SELL,82619.66,0.00012
07:37.1,BUY,82619.67,0.00009
07:37.5,BUY,82619.67,0.00007
07:38.2,BUY,82619.67,0.00011
07:39.3,SELL,82619.66,0.00012
07:39.3,BUY,82619.67,0.00603
07:39.3,BUY,82619.67,0.00027
07:39.6,BUY,82619.67,0.05607
07:39.6,BUY,82619.67,0.04043
07:39.6,BUY,82619.67,0.04525
07:39.6,BUY,82619.67,0.08986
07:39.6,BUY,82619.67,0.23662
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00014
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.1185
07:39.6,BUY,82619.67,0.04026
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.0005
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.01671
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00025
07:39.6,BUY,82619.67,0.0001
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.0001
07:39.6,BUY,82619.67,0.0001
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.67,0.00007
07:39.6,BUY,82619.68,0.00014
07:39.6,BUY,82619.68,0.00014
07:39.6,BUY,82619.68,0.00013
07:39.6,BUY,82619.68,0.00178
07:39.6,BUY,82619.68,0.00299
07:39.6,BUY,82619.68,0.00007
07:39.6,BUY,82619.68,0.00007
07:39.6,BUY,82619.69,0.00064
07:39.6,BUY,82619.69,0.00007
07:39.6,BUY,82619.69,0.00007
07:39.6,BUY,82619.7,0.00007
07:39.6,BUY,82619.7,0.00007
07:39.6,BUY,82619.81,0.00007
07:39.6,BUY,82619.81,0.00007
07:39.6,BUY,82619.91,0.00007
07:39.6,BUY,82620,0.00012
07:39.6,BUY,82620,0.00007
07:39.6,BUY,82620.12,0.00007
07:39.6,BUY,82623.45,0.00007
07:39.6,BUY,82623.46,0.00007
07:39.6,BUY,82623.46,0.00007
07:39.6,BUY,82623.46,0.00007
07:39.6,BUY,82623.46,0.00007
07:39.6,BUY,82623.47,0.00062
07:39.6,BUY,82623.61,0.00014
07:39.6,BUY,82623.61,0.00646
07:39.9,SELL,82623.6,0.00417
07:40.1,BUY,82623.61,0.001
07:40.1,BUY,82623.61,0.00007
07:40.1,BUY,82623.61,0.00007
07:40.1,BUY,82623.61,0.00007
07:40.1,BUY,82623.61,0.00007
07:40.1,BUY,82623.61,0.00047
07:41.9,BUY,82623.61,0.00003
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00014
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.00176
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.0001
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.61,0.00007
07:41.9,BUY,82623.62,0.00014
07:41.9,BUY,82623.62,0.00007
07:41.9,BUY,82623.62,0.00007
07:41.9,BUY,82623.62,0.00013
07:41.9,BUY,82623.62,0.00014
07:41.9,BUY,82623.63,0.00007
07:41.9,BUY,82623.63,0.00007
07:41.9,BUY,82624.09,0.00007
07:41.9,BUY,82624.09,0.00007
07:41.9,BUY,82624.19,0.00007
07:41.9,BUY,82624.19,0.00007
07:41.9,BUY,82624.2,0.00007
07:41.9,BUY,82624.27,0.00007
07:41.9,BUY,82624.27,0.00007
07:41.9,BUY,82625.25,0.00007
07:41.9,BUY,82625.6,0.0001
07:41.9,BUY,82625.6,0.0001
07:41.9,BUY,82625.6,0.00003
07:41.9,BUY,82625.6,0.00007
07:41.9,BUY,82625.6,0.00027
07:41.9,BUY,82625.92,0.00007
07:42.0,BUY,82626.98,0.00503
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00054
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.0001
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.98,0.00007
07:42.0,BUY,82626.99,0.00013
07:42.0,BUY,82626.99,0.00007
07:42.0,BUY,82626.99,0.00007
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00008
07:42.0,BUY,82627.19,0.00007
07:42.0,BUY,82627.19,0.00007
07:42.0,BUY,82627.2,0.00007
07:42.0,BUY,82627.2,0.00007
07:42.0,BUY,82627.21,0.00007
07:42.0,BUY,82627.21,0.00007
07:42.0,BUY,82627.58,0.00007
07:42.0,BUY,82627.58,0.00007
07:42.0,BUY,82628.02,0.00013
07:42.0,BUY,82628.02,0.00007
07:42.0,BUY,82628.6,0.00232
07:42.0,BUY,82628.6,0.00007
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.67,0.00009
07:42.0,BUY,82628.67,0.00007
07:42.0,BUY,82628.68,0.01166
07:42.0,BUY,82628.68,0.01108
07:42.0,BUY,82628.68,0.00007
07:42.0,BUY,82628.68,0.00007
07:42.0,BUY,82630,0.00012
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.69,0.00007
07:42.0,BUY,82630.7,0.00636
07:42.4,BUY,82630.7,0.0002
07:42.7,BUY,82630.7,0.02791
07:43.6,BUY,82630.7,0.0002
07:43.7,SELL,82630.69,0.00591
07:43.8,BUY,82630.7,0.00278
07:43.8,BUY,82630.7,0.00025
07:43.8,BUY,82630.7,0.00264
07:43.8,BUY,82630.7,0.00025
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00004
07:43.8,BUY,82630.7,0.00003
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.0001
07:43.8,BUY,82630.7,0.00101
07:43.8,BUY,82630.7,0.00007
07:43.8,BUY,82630.7,0.00014
07:43.8,BUY,82630.7,0.00191
07:43.9,BUY,82630.7,0.00109
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.0001
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00007
07:43.9,BUY,82630.7,0.00013
